user_id,gender_code,gender,age_code,age,occupation_code,occupation,zip,cluster,genres
5763,F,Female,25,25-34,1,Academic/Educator,08904,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5775,M,Male,25,25-34,11,Lawyer,10024,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5792,M,Male,25,25-34,17,Technician/Engineer,43201,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5809,M,Male,25,25-34,7,Executive/Managerial,37206,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5890,M,Male,35,35-44,20,Writer,77008,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5893,M,Male,25,25-34,7,Executive/Managerial,02139,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5938,M,Male,25,25-34,1,Academic/Educator,35401,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
5950,M,Male,25,25-34,4,College/Grad Student,19713,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
6040,M,Male,25,25-34,6,Doctor/Health Care,11106,9,"['Drama', 'Comedy', 'Action', 'Thriller', 'Romance', 'Sci-Fi', 'Crime', 'Adventure', 'War', 'Horror', ""Children's"", 'Mystery', 'Musical', 'Animation', 'Film-Noir', 'Documentary', 'Fantasy', 'Western']"
101,F,Female,18,18-24,3,Clerical/Admin,33314,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
103,M,Male,45,45-49,7,Executive/Managerial,92104,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
129,M,Male,25,25-34,11,Lawyer,20164,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
148,M,Male,50,50-55,17,Technician/Engineer,57747,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
210,F,Female,1,Under 18,10,K-12 Student,25801,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
223,M,Male,25,25-34,17,Technician/Engineer,28262,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
260,M,Male,18,18-24,19,Unemployed,98126,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
337,M,Male,18,18-24,19,Unemployed,80205,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
372,F,Female,18,18-24,4,College/Grad Student,72227,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
475,F,Female,25,25-34,2,Artist,55421,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
543,M,Male,25,25-34,5,Customer Service,55057,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
608,M,Male,18,18-24,4,College/Grad Student,18011,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
639,M,Male,45,45-49,17,Technician/Engineer,85202,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
646,M,Male,35,35-44,7,Executive/Managerial,08505,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
647,M,Male,35,35-44,12,Programmer,85224,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
714,M,Male,18,18-24,4,College/Grad Student,76013,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
716,M,Male,18,18-24,4,College/Grad Student,98188,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
721,F,Female,35,35-44,9,Homemaker,97520,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
785,M,Male,18,18-24,19,Unemployed,29307,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
869,M,Male,18,18-24,20,Writer,92026,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
890,M,Male,18,18-24,4,College/Grad Student,92153,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
935,M,Male,35,35-44,14,Sales/Marketing,60538,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
937,M,Male,25,25-34,15,Scientist,60513,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1030,M,Male,25,25-34,7,Executive/Managerial,97303,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1031,M,Male,35,35-44,16,Self-Employed,19803,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1198,M,Male,1,Under 18,10,K-12 Student,49544,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1219,M,Male,25,25-34,7,Executive/Managerial,12206,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1358,M,Male,35,35-44,17,Technician/Engineer,49508,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1434,F,Female,1,Under 18,10,K-12 Student,495321,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1470,M,Male,18,18-24,4,College/Grad Student,94118,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1647,M,Male,18,18-24,18,Tradesman/Craftsman,98118,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1667,M,Male,50,50-55,16,Self-Employed,98516,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1675,F,Female,25,25-34,6,Doctor/Health Care,97116,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1676,M,Male,18,18-24,4,College/Grad Student,91301,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1737,M,Male,35,35-44,20,Writer,46614,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1741,M,Male,35,35-44,7,Executive/Managerial,91107,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
1983,M,Male,25,25-34,14,Sales/Marketing,92109,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2015,M,Male,18,18-24,4,College/Grad Student,01003,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2063,M,Male,25,25-34,4,College/Grad Student,43138,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2088,M,Male,50,50-55,7,Executive/Managerial,60618,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2165,M,Male,25,25-34,7,Executive/Managerial,32836,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2166,M,Male,1,Under 18,10,K-12 Student,99203,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2180,M,Male,25,25-34,12,Programmer,27713-9225,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2186,M,Male,18,18-24,5,Customer Service,41018,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2195,M,Male,1,Under 18,10,K-12 Student,60148,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2203,M,Male,45,45-49,12,Programmer,53718,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2282,M,Male,50,50-55,2,Artist,32117,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2304,M,Male,45,45-49,12,Programmer,94103,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2378,M,Male,25,25-34,3,Clerical/Admin,75150,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2458,M,Male,25,25-34,7,Executive/Managerial,85040,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2500,M,Male,56,56+,1,Academic/Educator,29672,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2793,M,Male,35,35-44,7,Executive/Managerial,70116,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2887,M,Male,25,25-34,3,Clerical/Admin,66205,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2894,M,Male,18,18-24,4,College/Grad Student,44130,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2903,M,Male,25,25-34,16,Self-Employed,20850,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2907,F,Female,35,35-44,5,Customer Service,12345,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2909,M,Male,25,25-34,7,Executive/Managerial,43228,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
2995,M,Male,25,25-34,15,Scientist,97333,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3024,M,Male,35,35-44,17,Technician/Engineer,14302,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3056,M,Male,25,25-34,18,Tradesman/Craftsman,10309,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3191,M,Male,25,25-34,12,Programmer,27707,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3242,M,Male,50,50-55,13,Retired,94089,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3311,M,Male,25,25-34,4,College/Grad Student,90039,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3377,M,Male,25,25-34,17,Technician/Engineer,03570,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3400,M,Male,25,25-34,14,Sales/Marketing,08742,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3414,M,Male,25,25-34,17,Technician/Engineer,75146,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3416,M,Male,25,25-34,12,Programmer,20850,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3434,M,Male,18,18-24,4,College/Grad Student,48867,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3483,F,Female,45,45-49,7,Executive/Managerial,30260,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3539,F,Female,25,25-34,4,College/Grad Student,77006,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3540,M,Male,18,18-24,17,Technician/Engineer,57106,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3558,M,Male,18,18-24,17,Technician/Engineer,66044,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3565,M,Male,25,25-34,18,Tradesman/Craftsman,53572,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3610,M,Male,18,18-24,6,Doctor/Health Care,30064,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3626,M,Male,25,25-34,17,Technician/Engineer,75075,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3648,M,Male,18,18-24,4,College/Grad Student,85210,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3681,M,Male,25,25-34,7,Executive/Managerial,29662,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3716,M,Male,18,18-24,12,Programmer,36115,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3823,M,Male,56,56+,7,Executive/Managerial,93711,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3834,M,Male,18,18-24,2,Artist,02322,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3853,M,Male,25,25-34,14,Sales/Marketing,92614,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3902,M,Male,25,25-34,5,Customer Service,46239,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3951,F,Female,18,18-24,4,College/Grad Student,60014,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
3992,M,Male,25,25-34,4,College/Grad Student,32653,10,"['Action', 'Comedy', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure', 'Romance', 'Horror', 'Crime', ""Children's"", 'War', 'Fantasy', 'Animation', 'Mystery', 'Musical', 'Western', 'Film-Noir', 'Documentary']"
