user_id,gender_code,gender,age_code,age,occupation_code,occupation,zip,cluster
4650,M,Male,25,25-34,7,Executive/Managerial,30041,6
4688,M,Male,25,25-34,9,Homemaker,44310,6
4745,F,Female,18,18-24,4,College/Grad Student,06268,6
4788,M,Male,35,35-44,7,Executive/Managerial,85331,6
4800,M,Male,18,18-24,4,College/Grad Student,80521,6
4814,M,Male,18,18-24,14,Sales/Marketing,80526,6
4832,M,Male,25,25-34,14,Sales/Marketing,17857,6
4849,F,Female,18,18-24,4,College/Grad Student,44515,6
4870,F,Female,35,35-44,3,Clerical/Admin,04108,6
4922,M,Male,18,18-24,17,Technician/Engineer,98121,6
4939,M,Male,25,25-34,7,Executive/Managerial,63105,6
5042,F,Female,18,18-24,2,Artist,55408,6
5044,F,Female,35,35-44,6,Doctor/Health Care,23507,6
5096,M,Male,25,25-34,11,Lawyer,75206,6
5102,M,Male,25,25-34,12,Programmer,90240,6
5126,M,Male,25,25-34,11,Lawyer,02453,6
5156,M,Male,18,18-24,14,Sales/Marketing,10024,6
5193,M,Male,35,35-44,12,Programmer,14619,6
5211,M,Male,25,25-34,1,Academic/Educator,40214,6
5239,M,Male,35,35-44,7,Executive/Managerial,07043,6
5264,M,Male,18,18-24,4,College/Grad Student,15217,6
5268,F,Female,25,25-34,2,Artist,68502,6
5272,M,Male,25,25-34,7,Executive/Managerial,90210,6
5287,M,Male,25,25-34,8,Farmer,85203,6
5327,M,Male,25,25-34,7,Executive/Managerial,55408,6
5335,M,Male,25,25-34,14,Sales/Marketing,75093,6
5437,M,Male,25,25-34,11,Lawyer,55426,6
5458,F,Female,18,18-24,2,Artist,98102,6
5479,M,Male,35,35-44,1,Academic/Educator,50014,6
5497,M,Male,25,25-34,4,College/Grad Student,60201,6
5530,F,Female,18,18-24,4,College/Grad Student,63141,6
5538,M,Male,45,45-49,12,Programmer,55102,6
5607,M,Male,18,18-24,4,College/Grad Student,11209,6
5616,M,Male,45,45-49,1,Academic/Educator,08840,6
5623,M,Male,25,25-34,11,Lawyer,84109,6
5634,M,Male,25,25-34,14,Sales/Marketing,55406,6
5699,M,Male,35,35-44,15,Scientist,94706,6
5779,M,Male,25,25-34,5,Customer Service,10011,6
5786,M,Male,25,25-34,6,Doctor/Health Care,53211,6
5920,F,Female,25,25-34,1,Academic/Educator,05401,6
5972,F,Female,25,25-34,20,Writer,55428,6
10,F,Female,35,35-44,1,Academic/Educator,95370,7
59,F,Female,50,50-55,1,Academic/Educator,55413,7
78,F,Female,45,45-49,1,Academic/Educator,98029,7
92,F,Female,18,18-24,4,College/Grad Student,44243,7
146,F,Female,35,35-44,20,Writer,10954,7
175,F,Female,25,25-34,2,Artist,95123,7
178,M,Male,56,56+,17,Technician/Engineer,53705,7
291,M,Male,35,35-44,12,Programmer,55110,7
307,M,Male,50,50-55,16,Self-Employed,90027,7
314,F,Female,56,56+,9,Homemaker,46911,7
340,F,Female,25,25-34,3,Clerical/Admin,28001,7
343,F,Female,35,35-44,3,Clerical/Admin,55127,7
411,F,Female,45,45-49,1,Academic/Educator,43214,7
419,M,Male,18,18-24,3,Clerical/Admin,55422,7
442,M,Male,25,25-34,1,Academic/Educator,55105,7
500,F,Female,18,18-24,2,Artist,55105,7
520,F,Female,35,35-44,20,Writer,55104,7
556,F,Female,25,25-34,9,Homemaker,37221,7
635,M,Male,56,56+,17,Technician/Engineer,33785,7
713,M,Male,35,35-44,7,Executive/Managerial,79912,7
764,M,Male,18,18-24,20,Writer,85296,7
793,F,Female,35,35-44,14,Sales/Marketing,37043,7
899,F,Female,25,25-34,1,Academic/Educator,30605,7
931,F,Female,56,56+,1,Academic/Educator,06032,7
956,M,Male,35,35-44,1,Academic/Educator,55104,7
1015,M,Male,35,35-44,3,Clerical/Admin,11220,7
1034,F,Female,35,35-44,1,Academic/Educator,82601,7
1068,F,Female,18,18-24,4,College/Grad Student,77581,7
1072,F,Female,35,35-44,7,Executive/Managerial,07601,7
1087,M,Male,25,25-34,16,Self-Employed,08826,7
1120,M,Male,18,18-24,4,College/Grad Student,95616,7
1141,F,Female,25,25-34,3,Clerical/Admin,84770,7
1267,M,Male,25,25-34,15,Scientist,12203,7
1301,F,Female,25,25-34,2,Artist,10475,7
1311,M,Male,18,18-24,10,K-12 Student,90274,7
1314,F,Female,18,18-24,4,College/Grad Student,68154,7
1323,F,Female,35,35-44,2,Artist,11218,7
1348,F,Female,1,Under 18,10,K-12 Student,04240,7
1465,M,Male,50,50-55,16,Self-Employed,93003,7
1489,F,Female,35,35-44,2,Artist,60201,7
1506,M,Male,25,25-34,7,Executive/Managerial,08550,7
1513,F,Female,35,35-44,16,Self-Employed,95003,7
1561,F,Female,18,18-24,4,College/Grad Student,11214,7
1587,F,Female,25,25-34,3,Clerical/Admin,30308,7
1755,F,Female,18,18-24,4,College/Grad Student,77005,7
1875,M,Male,35,35-44,12,Programmer,94107,7
1901,M,Male,50,50-55,7,Executive/Managerial,94024,7
1920,F,Female,35,35-44,7,Executive/Managerial,80122,7
1941,M,Male,35,35-44,17,Technician/Engineer,94550,7
1951,F,Female,18,18-24,4,College/Grad Student,90630,7
2030,M,Male,25,25-34,4,College/Grad Student,77345,7
2071,M,Male,45,45-49,7,Executive/Managerial,01605,7
2091,F,Female,35,35-44,20,Writer,48044,7
2177,F,Female,35,35-44,20,Writer,95451,7
2205,F,Female,25,25-34,7,Executive/Managerial,10016,7
2211,M,Male,45,45-49,6,Doctor/Health Care,01950,7
2241,M,Male,45,45-49,5,Customer Service,60647,7
2248,F,Female,35,35-44,12,Programmer,46755,7
2355,F,Female,45,45-49,9,Homemaker,13203,7
2497,F,Female,50,50-55,14,Sales/Marketing,37922,7
2529,F,Female,35,35-44,9,Homemaker,95903,7
2681,F,Female,25,25-34,4,College/Grad Student,48823,7
2699,F,Female,56,56+,13,Retired,74128,7
2734,F,Female,18,18-24,4,College/Grad Student,02912,7
2769,M,Male,25,25-34,7,Executive/Managerial,20170,7
2810,F,Female,1,Under 18,10,K-12 Student,64093,7
2846,F,Female,18,18-24,4,College/Grad Student,91604,7
2866,M,Male,25,25-34,7,Executive/Managerial,53717,7
2878,F,Female,50,50-55,20,Writer,88005,7
2889,M,Male,35,35-44,3,Clerical/Admin,55104,7
2989,M,Male,35,35-44,12,Programmer,97330,7
2990,M,Male,35,35-44,12,Programmer,45243,7
3013,M,Male,45,45-49,17,Technician/Engineer,97124,7
3038,F,Female,35,35-44,2,Artist,97401,7
3096,F,Female,45,45-49,3,Clerical/Admin,38028,7
3140,F,Female,25,25-34,4,College/Grad Student,78728,7
3196,F,Female,18,18-24,4,College/Grad Student,45219,7
3224,F,Female,25,25-34,14,Sales/Marketing,93428,7
3231,M,Male,25,25-34,7,Executive/Managerial,55112,7
3259,F,Female,18,18-24,4,College/Grad Student,95616,7
3304,F,Female,45,45-49,5,Customer Service,92649,7
3367,M,Male,50,50-55,16,Self-Employed,10025,7
3477,F,Female,50,50-55,1,Academic/Educator,10024,7
3529,F,Female,45,45-49,1,Academic/Educator,97361,7
3586,M,Male,35,35-44,20,Writer,60640,7
3592,F,Female,56,56+,2,Artist,99701,7
3618,M,Male,56,56+,17,Technician/Engineer,22657,7
3687,F,Female,50,50-55,1,Academic/Educator,62221,7
3816,F,Female,25,25-34,3,Clerical/Admin,90020,7
3858,F,Female,45,45-49,9,Homemaker,63119,7
3891,F,Female,56,56+,16,Self-Employed,90039,7
3930,M,Male,56,56+,3,Clerical/Admin,52240,7
3945,F,Female,45,45-49,1,Academic/Educator,96778,7
4015,F,Female,45,45-49,3,Clerical/Admin,75605,7
4048,F,Female,35,35-44,1,Academic/Educator,89431,7
4083,M,Male,56,56+,14,Sales/Marketing,92630,7
4224,F,Female,45,45-49,1,Academic/Educator,48198,7
4265,M,Male,25,25-34,12,Programmer,03060,7
4268,F,Female,45,45-49,20,Writer,04046,7
4345,F,Female,25,25-34,14,Sales/Marketing,44304,7
4373,M,Male,50,50-55,12,Programmer,32920,7
4387,F,Female,18,18-24,4,College/Grad Student,63109,7
4408,F,Female,45,45-49,2,Artist,19033,7
4411,M,Male,18,18-24,4,College/Grad Student,92122,7
4425,M,Male,35,35-44,7,Executive/Managerial,98607,7
4467,F,Female,50,50-55,6,Doctor/Health Care,15333,7
4484,F,Female,25,25-34,17,Technician/Engineer,94613,7
4556,M,Male,45,45-49,16,Self-Employed,55011,7
4572,F,Female,1,Under 18,10,K-12 Student,17036,7
4579,F,Female,18,18-24,4,College/Grad Student,63332,7
4645,F,Female,50,50-55,6,Doctor/Health Care,48094,7
4700,F,Female,18,18-24,4,College/Grad Student,48109,7
4725,M,Male,35,35-44,5,Customer Service,96707-1321,7
4738,M,Male,56,56+,1,Academic/Educator,23608,7
4809,F,Female,50,50-55,4,College/Grad Student,20902,7
4854,F,Female,50,50-55,13,Retired,03851,7
4879,M,Male,25,25-34,3,Clerical/Admin,60626,7
4957,M,Male,25,25-34,2,Artist,48197,7
4958,M,Male,18,18-24,7,Executive/Managerial,55403,7
4962,M,Male,25,25-34,6,Doctor/Health Care,55439,7
4973,F,Female,56,56+,2,Artist,949702,7
5001,F,Female,25,25-34,2,Artist,63119,7
5023,M,Male,35,35-44,20,Writer,91505,7
5054,M,Male,35,35-44,2,Artist,20818,7
5063,F,Female,1,Under 18,10,K-12 Student,22801,7
5065,M,Male,25,25-34,14,Sales/Marketing,28715,7
5098,M,Male,50,50-55,7,Executive/Managerial,19380,7
5100,M,Male,50,50-55,6,Doctor/Health Care,193122042,7
5108,F,Female,25,25-34,9,Homemaker,93940,7
5109,F,Female,45,45-49,6,Doctor/Health Care,19802,7
5111,M,Male,35,35-44,2,Artist,78006,7
5142,M,Male,25,25-34,1,Academic/Educator,92101,7
5158,F,Female,18,18-24,4,College/Grad Student,44509,7
5163,M,Male,45,45-49,6,Doctor/Health Care,53216,7
5253,F,Female,56,56+,13,Retired,02838,7
5277,M,Male,25,25-34,20,Writer,91740,7
5289,M,Male,45,45-49,2,Artist,94102,7
5341,F,Female,25,25-34,3,Clerical/Admin,85018,7
5352,F,Female,35,35-44,5,Customer Service,55306,7
5361,F,Female,50,50-55,16,Self-Employed,92026,7
5408,M,Male,25,25-34,20,Writer,11230-1710,7
5420,F,Female,1,Under 18,19,Unemployed,14850,7
5430,F,Female,45,45-49,1,Academic/Educator,26505,7
5447,M,Male,45,45-49,2,Artist,60626,7
5472,M,Male,35,35-44,1,Academic/Educator,27909,7
5480,F,Female,25,25-34,14,Sales/Marketing,07030,7
5485,M,Male,25,25-34,4,College/Grad Student,08544,7
5524,F,Female,1,Under 18,10,K-12 Student,26505,7
5576,M,Male,25,25-34,4,College/Grad Student,55369,7
5605,F,Female,18,18-24,2,Artist,95008,7
5650,F,Female,35,35-44,12,Programmer,91104,7
5734,F,Female,25,25-34,14,Sales/Marketing,10022,7
5744,F,Female,25,25-34,4,College/Grad Student,66044,7
5762,F,Female,35,35-44,6,Doctor/Health Care,55125,7
5787,M,Male,25,25-34,20,Writer,90802,7
5857,F,Female,45,45-49,2,Artist,43229,7
6013,F,Female,25,25-34,20,Writer,32301,7
6014,M,Male,45,45-49,1,Academic/Educator,80634,7
31,M,Male,56,56+,7,Executive/Managerial,06840,8
62,F,Female,35,35-44,3,Clerical/Admin,98105,8
97,F,Female,35,35-44,3,Clerical/Admin,66210,8
157,M,Male,35,35-44,16,Self-Employed,12866,8
205,M,Male,35,35-44,12,Programmer,97333,8
326,M,Male,50,50-55,11,Lawyer,25302,8
333,M,Male,35,35-44,2,Artist,55410,8
396,M,Male,25,25-34,1,Academic/Educator,56187,8
451,M,Male,56,56+,13,Retired,54720,8
523,M,Male,50,50-55,7,Executive/Managerial,55105,8
588,F,Female,25,25-34,11,Lawyer,23220,8
594,F,Female,56,56+,13,Retired,60076,8
656,F,Female,45,45-49,16,Self-Employed,92106,8
677,M,Male,50,50-55,2,Artist,94122,8
702,M,Male,35,35-44,7,Executive/Managerial,90808,8
711,M,Male,25,25-34,18,Tradesman/Craftsman,80521,8
731,M,Male,45,45-49,3,Clerical/Admin,55410,8
743,F,Female,1,Under 18,2,Artist,60660,8
796,M,Male,50,50-55,6,Doctor/Health Care,98237,8
800,F,Female,35,35-44,12,Programmer,72032,8
889,M,Male,45,45-49,20,Writer,10024,8
1062,M,Male,50,50-55,19,Unemployed,59457,8
1169,M,Male,25,25-34,20,Writer,94402,8
1179,M,Male,50,50-55,1,Academic/Educator,91030,8
1183,M,Male,35,35-44,19,Unemployed,94598,8
1271,F,Female,45,45-49,6,Doctor/Health Care,54401,8
1273,M,Male,35,35-44,2,Artist,19123,8
1294,F,Female,50,50-55,20,Writer,11217,8
1325,M,Male,25,25-34,1,Academic/Educator,75230,8
1343,M,Male,35,35-44,14,Sales/Marketing,91324,8
1383,F,Female,25,25-34,7,Executive/Managerial,19806,8
1404,M,Male,50,50-55,16,Self-Employed,91360,8
1505,M,Male,50,50-55,11,Lawyer,90041,8
1507,M,Male,35,35-44,17,Technician/Engineer,95476,8
1547,M,Male,56,56+,13,Retired,02115,8
1586,M,Male,45,45-49,7,Executive/Managerial,77351,8
1592,M,Male,35,35-44,7,Executive/Managerial,50111,8
1594,F,Female,35,35-44,20,Writer,10013,8
1645,F,Female,18,18-24,9,Homemaker,62225,8
1648,M,Male,50,50-55,14,Sales/Marketing,85202,8
1706,M,Male,25,25-34,20,Writer,19134,8
1727,M,Male,35,35-44,16,Self-Employed,50317,8
1768,M,Male,45,45-49,16,Self-Employed,75067,8
1797,M,Male,35,35-44,7,Executive/Managerial,52003,8
1843,M,Male,25,25-34,12,Programmer,10014,8
1861,M,Male,50,50-55,16,Self-Employed,92129,8
1899,F,Female,45,45-49,6,Doctor/Health Care,02135,8
1952,M,Male,35,35-44,1,Academic/Educator,91030,8
1998,F,Female,50,50-55,9,Homemaker,24018,8
2002,F,Female,56,56+,13,Retired,02136-1522,8
2018,M,Male,35,35-44,16,Self-Employed,46214,8
2038,F,Female,45,45-49,1,Academic/Educator,33301,8
2092,M,Male,56,56+,1,Academic/Educator,49006,8
2110,M,Male,50,50-55,11,Lawyer,46802,8
2140,M,Male,45,45-49,14,Sales/Marketing,46804,8
2185,M,Male,45,45-49,17,Technician/Engineer,27502,8
2231,M,Male,50,50-55,11,Lawyer,85726,8
2251,M,Male,35,35-44,14,Sales/Marketing,60626,8
2383,F,Female,25,25-34,14,Sales/Marketing,95125,8
2393,M,Male,56,56+,13,Retired,13123,8
2407,M,Male,35,35-44,16,Self-Employed,11358,8
2411,F,Female,35,35-44,14,Sales/Marketing,01536,8
2462,M,Male,35,35-44,1,Academic/Educator,44303,8
2537,M,Male,35,35-44,11,Lawyer,37620,8
2659,M,Male,35,35-44,14,Sales/Marketing,01060,8
2680,M,Male,25,25-34,12,Programmer,01864,8
2719,M,Male,25,25-34,12,Programmer,98100,8
2736,M,Male,45,45-49,12,Programmer,80303,8
2750,F,Female,25,25-34,15,Scientist,91360,8
2753,F,Female,50,50-55,20,Writer,27516,8
2761,M,Male,35,35-44,6,Doctor/Health Care,80917,8
2765,M,Male,50,50-55,7,Executive/Managerial,02420,8
2766,M,Male,45,45-49,7,Executive/Managerial,55016,8
2778,M,Male,56,56+,13,Retired,94025,8
2785,M,Male,56,56+,13,Retired,29928,8
2807,F,Female,35,35-44,11,Lawyer,22043,8
2849,M,Male,45,45-49,11,Lawyer,94114,8
2994,M,Male,35,35-44,5,Customer Service,95008,8
3261,M,Male,45,45-49,20,Writer,87505,8
3292,F,Female,50,50-55,6,Doctor/Health Care,79410,8
3365,M,Male,50,50-55,17,Technician/Engineer,23059,8
3384,M,Male,35,35-44,7,Executive/Managerial,91304,8
3402,M,Male,35,35-44,20,Writer,30306,8
3444,M,Male,50,50-55,14,Sales/Marketing,33401,8
3561,M,Male,35,35-44,14,Sales/Marketing,63304,8
3572,M,Male,35,35-44,11,Lawyer,04287,8
3574,F,Female,35,35-44,6,Doctor/Health Care,33314,8
3675,M,Male,35,35-44,7,Executive/Managerial,06680,8
3696,M,Male,35,35-44,7,Executive/Managerial,19149,8
3770,F,Female,35,35-44,3,Clerical/Admin,50322,8
3796,M,Male,45,45-49,14,Sales/Marketing,02021,8
3842,F,Female,35,35-44,16,Self-Employed,92054,8
3948,F,Female,45,45-49,12,Programmer,61554,8
3963,M,Male,50,50-55,20,Writer,30030,8
3994,M,Male,50,50-55,7,Executive/Managerial,43081,8
4021,M,Male,50,50-55,20,Writer,95236,8
4090,M,Male,56,56+,6,Doctor/Health Care,77379,8
4112,M,Male,45,45-49,18,Tradesman/Craftsman,47129,8
4144,M,Male,18,18-24,4,College/Grad Student,02451,8
4186,M,Male,25,25-34,7,Executive/Managerial,33308,8
4234,F,Female,45,45-49,3,Clerical/Admin,48130,8
4269,M,Male,35,35-44,18,Tradesman/Craftsman,27603,8
4286,M,Male,35,35-44,17,Technician/Engineer,11554,8
4447,M,Male,45,45-49,5,Customer Service,32953,8
4476,M,Male,45,45-49,1,Academic/Educator,50588,8
4522,M,Male,45,45-49,1,Academic/Educator,81004,8
4627,M,Male,56,56+,1,Academic/Educator,45224,8
4666,M,Male,35,35-44,1,Academic/Educator,53704,8
4748,M,Male,45,45-49,16,Self-Employed,60302,8
4765,F,Female,35,35-44,16,Self-Employed,03301,8
4772,M,Male,56,56+,17,Technician/Engineer,03801,8
4784,F,Female,35,35-44,6,Doctor/Health Care,48105,8
4802,M,Male,56,56+,1,Academic/Educator,40601,8
4815,F,Female,50,50-55,18,Tradesman/Craftsman,04849,8
4940,F,Female,50,50-55,11,Lawyer,94102,8
4946,F,Female,35,35-44,1,Academic/Educator,91106,8
4948,M,Male,45,45-49,2,Artist,94618,8
4950,M,Male,25,25-34,16,Self-Employed,55421,8
5056,M,Male,45,45-49,1,Academic/Educator,16673,8
5085,M,Male,56,56+,17,Technician/Engineer,75225,8
5201,M,Male,50,50-55,7,Executive/Managerial,95376,8
5222,M,Male,25,25-34,12,Programmer,94501,8
5255,M,Male,1,Under 18,10,K-12 Student,55305,8
5273,M,Male,56,56+,20,Writer,91030,8
5286,M,Male,45,45-49,16,Self-Employed,97068,8
5337,F,Female,35,35-44,3,Clerical/Admin,02725-1010,8
5422,M,Male,50,50-55,7,Executive/Managerial,94114,8
5448,M,Male,45,45-49,19,Unemployed,60626,8
5571,F,Female,25,25-34,9,Homemaker,07307,8
5582,M,Male,45,45-49,1,Academic/Educator,50011,8
5603,M,Male,50,50-55,7,Executive/Managerial,02461,8
5728,F,Female,35,35-44,20,Writer,09824,8
5761,M,Male,25,25-34,20,Writer,90048,8
5794,M,Male,35,35-44,17,Technician/Engineer,53703,8
5838,F,Female,45,45-49,7,Executive/Managerial,02038,8
5841,F,Female,35,35-44,7,Executive/Managerial,10024,8
5848,M,Male,50,50-55,20,Writer,20009,8
5861,F,Female,50,50-55,1,Academic/Educator,98499,8
5888,M,Male,25,25-34,20,Writer,64114,8
5889,M,Male,50,50-55,20,Writer,06033,8
5916,M,Male,50,50-55,20,Writer,48230,8
5922,M,Male,56,56+,3,Clerical/Admin,94561,8
5942,M,Male,45,45-49,1,Academic/Educator,01867,8
5948,M,Male,56,56+,13,Retired,12124,8
5981,M,Male,35,35-44,7,Executive/Managerial,01776,8
6003,F,Female,45,45-49,17,Technician/Engineer,78722,8
6032,M,Male,45,45-49,7,Executive/Managerial,55108,8
131,M,Male,18,18-24,4,College/Grad Student,06520,9
149,M,Male,25,25-34,1,Academic/Educator,29205,9
161,M,Male,45,45-49,16,Self-Employed,98107-2117,9
220,M,Male,25,25-34,12,Programmer,22903,9
225,M,Male,25,25-34,7,Executive/Managerial,11215,9
299,M,Male,25,25-34,12,Programmer,97370,9
327,M,Male,35,35-44,18,Tradesman/Craftsman,55448,9
408,M,Male,25,25-34,11,Lawyer,02143,9
453,M,Male,18,18-24,4,College/Grad Student,55102,9
457,M,Male,18,18-24,4,College/Grad Student,54703,9
466,M,Male,25,25-34,5,Customer Service,55405,9
504,M,Male,25,25-34,2,Artist,17003,9
515,M,Male,25,25-34,1,Academic/Educator,55406,9
529,M,Male,35,35-44,12,Programmer,92009,9
548,F,Female,35,35-44,16,Self-Employed,96860,9
587,M,Male,25,25-34,20,Writer,92649,9
613,M,Male,35,35-44,20,Writer,10562,9
623,M,Male,25,25-34,17,Technician/Engineer,60555,9
648,F,Female,25,25-34,12,Programmer,94131,9
655,F,Female,25,25-34,2,Artist,92629,9
671,M,Male,18,18-24,4,College/Grad Student,61761,9
698,M,Male,18,18-24,4,College/Grad Student,76401,9
733,M,Male,35,35-44,16,Self-Employed,30034,9
824,M,Male,35,35-44,12,Programmer,94530,9
829,M,Male,1,Under 18,19,Unemployed,53711,9
846,M,Male,25,25-34,5,Customer Service,80209,9
855,F,Female,18,18-24,2,Artist,72701,9
862,M,Male,35,35-44,7,Executive/Managerial,10019,9
924,M,Male,50,50-55,17,Technician/Engineer,98642,9
928,F,Female,56,56+,16,Self-Employed,98199,9
958,M,Male,35,35-44,2,Artist,48116,9
981,M,Male,25,25-34,20,Writer,02141,9
1019,M,Male,35,35-44,1,Academic/Educator,60640,9
1040,M,Male,25,25-34,11,Lawyer,76309,9
1058,M,Male,25,25-34,1,Academic/Educator,97321,9
1077,M,Male,25,25-34,3,Clerical/Admin,60660,9
1113,M,Male,18,18-24,4,College/Grad Student,97215,9
1116,M,Male,25,25-34,15,Scientist,92121,9
1130,M,Male,18,18-24,7,Executive/Managerial,60012,9
1147,M,Male,25,25-34,20,Writer,98101,9
1150,F,Female,25,25-34,20,Writer,75226,9
1211,M,Male,18,18-24,4,College/Grad Student,10027,9
1223,M,Male,25,25-34,2,Artist,60102,9
1228,M,Male,25,25-34,1,Academic/Educator,94720,9
1244,M,Male,25,25-34,4,College/Grad Student,22030,9
1264,M,Male,25,25-34,1,Academic/Educator,53711,9
1303,M,Male,25,25-34,19,Unemployed,94111,9
1387,F,Female,50,50-55,13,Retired,94702,9
1421,F,Female,1,Under 18,10,K-12 Student,53704,9
1449,M,Male,35,35-44,20,Writer,17112,9
1484,M,Male,25,25-34,12,Programmer,07054,9
1525,F,Female,25,25-34,16,Self-Employed,94706,9
1530,M,Male,25,25-34,4,College/Grad Student,53711,9
1545,M,Male,25,25-34,20,Writer,20009,9
1551,M,Male,25,25-34,11,Lawyer,20008,9
1552,M,Male,45,45-49,20,Writer,10021,9
1584,M,Male,25,25-34,19,Unemployed,45701,9
1595,M,Male,35,35-44,1,Academic/Educator,92683-1892,9
1597,M,Male,25,25-34,12,Programmer,10002,9
1628,M,Male,18,18-24,20,Writer,90028,9
1632,M,Male,25,25-34,16,Self-Employed,94120,9
1658,F,Female,35,35-44,6,Doctor/Health Care,94214,9
1692,M,Male,35,35-44,20,Writer,97333,9
1698,M,Male,35,35-44,2,Artist,97214,9
1699,F,Female,25,25-34,19,Unemployed,98102,9
1717,F,Female,50,50-55,6,Doctor/Health Care,30307,9
1733,M,Male,18,18-24,14,Sales/Marketing,43725,9
1746,M,Male,25,25-34,4,College/Grad Student,33157,9
1749,M,Male,25,25-34,2,Artist,10040,9
1752,M,Male,25,25-34,3,Clerical/Admin,96813,9
1753,M,Male,35,35-44,6,Doctor/Health Care,90803,9
1767,M,Male,25,25-34,20,Writer,75205,9
1775,M,Male,25,25-34,4,College/Grad Student,70115,9
1796,M,Male,50,50-55,11,Lawyer,20852,9
1837,M,Male,25,25-34,2,Artist,08817,9
1896,M,Male,56,56+,13,Retired,92115,9
1916,M,Male,45,45-49,7,Executive/Managerial,90405,9
1943,M,Male,18,18-24,4,College/Grad Student,91501,9
1974,M,Male,35,35-44,17,Technician/Engineer,12159,9
2008,M,Male,25,25-34,3,Clerical/Admin,48220,9
2031,M,Male,35,35-44,20,Writer,60640,9
2102,M,Male,25,25-34,11,Lawyer,48825,9
2105,M,Male,25,25-34,1,Academic/Educator,24060,9
2168,M,Male,1,Under 18,10,K-12 Student,60202,9
2173,M,Male,50,50-55,13,Retired,87502,9
2176,M,Male,1,Under 18,19,Unemployed,73505,9
2307,M,Male,25,25-34,17,Technician/Engineer,02140,9
2310,M,Male,45,45-49,12,Programmer,48130,9
2389,M,Male,25,25-34,16,Self-Employed,37922,9
2456,M,Male,25,25-34,5,Customer Service,48103,9
2466,M,Male,25,25-34,15,Scientist,94303,9
2486,M,Male,18,18-24,12,Programmer,98105,9
2544,M,Male,45,45-49,1,Academic/Educator,52001,9
2608,F,Female,25,25-34,1,Academic/Educator,10025,9
2627,M,Male,25,25-34,1,Academic/Educator,06877,9
2674,M,Male,25,25-34,4,College/Grad Student,94110,9
2752,M,Male,25,25-34,15,Scientist,77006,9
2757,M,Male,25,25-34,2,Artist,10023,9
2764,M,Male,25,25-34,7,Executive/Managerial,91403,9
2779,M,Male,35,35-44,7,Executive/Managerial,10040,9
2781,M,Male,35,35-44,4,College/Grad Student,45205,9
2784,M,Male,50,50-55,20,Writer,20007,9
2794,M,Male,25,25-34,2,Artist,20036,9
2803,M,Male,25,25-34,7,Executive/Managerial,94022,9
2826,M,Male,35,35-44,12,Programmer,10011,9
2832,M,Male,25,25-34,17,Technician/Engineer,20036,9
2854,F,Female,18,18-24,4,College/Grad Student,64151,9
2860,M,Male,35,35-44,17,Technician/Engineer,20009,9
2872,M,Male,25,25-34,20,Writer,94014,9
2895,M,Male,25,25-34,11,Lawyer,07039,9
2916,M,Male,45,45-49,2,Artist,98011,9
2918,M,Male,25,25-34,12,Programmer,98112,9
2975,M,Male,35,35-44,11,Lawyer,20879,9
2978,M,Male,35,35-44,20,Writer,45236,9
3002,M,Male,45,45-49,11,Lawyer,90028,9
3020,F,Female,35,35-44,7,Executive/Managerial,60302,9
3053,F,Female,25,25-34,3,Clerical/Admin,55102,9
3054,M,Male,18,18-24,4,College/Grad Student,44056,9
3075,F,Female,25,25-34,11,Lawyer,06107,9
3080,M,Male,25,25-34,20,Writer,55410,9
3128,M,Male,18,18-24,2,Artist,10012,9
3145,M,Male,18,18-24,4,College/Grad Student,02138,9
3167,M,Male,25,25-34,2,Artist,77056,9
3171,F,Female,50,50-55,3,Clerical/Admin,10128,9
3180,M,Male,25,25-34,14,Sales/Marketing,07430,9
3226,M,Male,35,35-44,4,College/Grad Student,10027,9
3233,M,Male,50,50-55,2,Artist,60660,9
3253,F,Female,35,35-44,4,College/Grad Student,26505,9
3277,M,Male,25,25-34,17,Technician/Engineer,94107,9
3301,F,Female,25,25-34,2,Artist,85719,9
3323,M,Male,35,35-44,14,Sales/Marketing,11784,9
3329,M,Male,50,50-55,18,Tradesman/Craftsman,72601,9
3341,M,Male,25,25-34,20,Writer,91730,9
3346,M,Male,35,35-44,7,Executive/Managerial,54016,9
3371,M,Male,25,25-34,2,Artist,55405,9
3394,M,Male,35,35-44,7,Executive/Managerial,90069,9
3410,M,Male,35,35-44,1,Academic/Educator,20653,9
3425,M,Male,18,18-24,20,Writer,48135,9
3487,M,Male,18,18-24,4,College/Grad Student,60611,9
3499,M,Male,25,25-34,3,Clerical/Admin,77006,9
3501,F,Female,35,35-44,7,Executive/Managerial,30309,9
3546,M,Male,25,25-34,20,Writer,41706,9
3550,M,Male,25,25-34,5,Customer Service,55447,9
3596,F,Female,35,35-44,4,College/Grad Student,19104,9
3615,M,Male,25,25-34,17,Technician/Engineer,76028,9
3622,M,Male,18,18-24,1,Academic/Educator,02446,9
3673,M,Male,25,25-34,2,Artist,10003,9
3683,M,Male,25,25-34,2,Artist,30606,9
3685,M,Male,25,25-34,5,Customer Service,55100,9
3718,M,Male,50,50-55,17,Technician/Engineer,07728,9
3721,M,Male,25,25-34,15,Scientist,94065,9
3790,F,Female,25,25-34,17,Technician/Engineer,94618,9
3811,M,Male,25,25-34,15,Scientist,98103,9
3821,M,Male,25,25-34,20,Writer,44313,9
3829,F,Female,25,25-34,1,Academic/Educator,22307,9
